id,name,type,rarity,flags_joined,has_show_in_wardrobe,has_override_rarity,details_type,damage_type,weight_class,restrictions_count,icon
7694,Sunspear Wallshield,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/714FBD5F554122D526089D977A416AC169292E56/1767353.png
7695,Bounty Hunter's Boots,Armor,Basic,ShowInWardrobe,True,False,Boots,,Medium,0,https://render.guildwars2.com/file/161AF40121699712EA6F0ABFEB0259AB1841B8CE/1822774.png
7696,Elonian Mask,Armor,Basic,ShowInWardrobe,True,False,Helm,,Medium,0,https://render.guildwars2.com/file/9BFBA5A5BBBAB4661600796399414DC8BBFD26E7/1768382.png
7697,Sunspear Carver,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/3336B49D530944F85FB4D25998444C3E66C33325/1766539.png
7699,Scourge's Torch,Weapon,Basic,ShowInWardrobe,True,False,Torch,Physical,,0,https://render.guildwars2.com/file/D7C6F67BBAE3A3A5C7A2C393BF1D60FD92AD9D58/1767497.png
7700,,Armor,Basic,,False,False,Boots,,Clothing,0,https://render.guildwars2.com/file/5E7E1238F1CE2926765FE3E8506DE00C1A451C0B/66645.png
7701,Bounty Hunter's Greaves,Armor,Basic,ShowInWardrobe,True,False,Boots,,Heavy,0,https://render.guildwars2.com/file/E4B4C820F75AE8F39E1A9B13BD177D43D9EE5EF4/1768305.png
7703,Bounty Hunter's Jerkin,Armor,Basic,ShowInWardrobe,True,False,Coat,,Medium,0,https://render.guildwars2.com/file/093E520D796D570D017BC500C99456D398C5410B/1822775.png
7704,Warbeast Breastplate,Armor,Basic,ShowInWardrobe,True,False,Coat,,Heavy,0,https://render.guildwars2.com/file/F03B776861DBB7D43F0E1663B711EDBE0AC401B0/1768340.png
7708,Funerary Mask,Armor,Basic,ShowInWardrobe,True,False,Helm,,Medium,0,https://render.guildwars2.com/file/EAE3043E18B2C69C55A6C9320E032F0A22DD05F3/1768394.png
7709,Luminous Arc,Weapon,Basic,ShowInWardrobe|HideIfLocked,True,False,Longbow,Fire,,0,https://render.guildwars2.com/file/69EB9E7C0656FDB3B293B44C6BE9A9FA0BF707F0/1765827.png
7710,Warbeast Gloves,Armor,Basic,ShowInWardrobe,True,False,Gloves,,Light,0,https://render.guildwars2.com/file/C77F729D7E20359A3AE208FEEE2CDEB5B21291DE/1768373.png
7711,Funerary Vambraces,Armor,Basic,ShowInWardrobe,True,False,Gloves,,Medium,0,https://render.guildwars2.com/file/FAC5D5C20194B57705AD7C66C80F00B03FCD2DEA/1768393.png
7713,Elonian Mantle,Armor,Basic,ShowInWardrobe,True,False,Shoulders,,Light,0,https://render.guildwars2.com/file/91F77E75B87347FC3B659B17E3BAF5DA541DAC02/1768364.png
7714,Funerary Rifle,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/9DA123471ABA419BE1A60F03C5F1BDDF05E20E7F/1767238.png
7716,Warbeast Pants,Armor,Basic,ShowInWardrobe,True,False,Leggings,,Light,0,https://render.guildwars2.com/file/6DE1193D146911530FEE0B9DA63A0BF4094D7876/1768375.png
7717,Awakened Dagger,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/10FB92353E17F7EA3593C2DCDD389B0DBB9A2329/1766500.png
7718,Weaver's Sword,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/51C6BB393E1DD8CD6F2FA409AED4020B59BEAA45/1767410.png
7719,Veilrender,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/BD6ADDD3A0766D52E73B7B1DFDF4CD04F4DDE32D/1765922.png
7720,War God's Mace,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/F8C906D631EAC880C0E0082D9F0A752571EDC153/1822099.png
7722,War God's Longbow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/C200282492DD93151575237D7CDA5D343651520A/1821973.png
7723,War God's Torch,Weapon,Basic,ShowInWardrobe,True,False,Torch,Physical,,0,https://render.guildwars2.com/file/5FD9D224B57D7AF747C2D87A331D9DECE86971AA/1822299.png
7725,Foefire Greaves,Armor,Basic,ShowInWardrobe,True,False,Boots,,Medium,0,https://render.guildwars2.com/file/3D76270102CEBD21A30F4622DB533AECF00B6191/1822767.png
7726,Foefire Greaves,Armor,Basic,ShowInWardrobe,True,False,Boots,,Heavy,0,https://render.guildwars2.com/file/3D76270102CEBD21A30F4622DB533AECF00B6191/1822767.png
7730,War God's Scepter,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/053F7A9320674C162EA316DE9C37C91370472665/1822245.png
7731,War God's Sword,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/FB6F31031ED8364B6062E5DB3331B749C4BD7E52/1822278.png
7733,War God's Pistol,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/D80767FAB924696E1D6205BB1A57557056E61178/1822209.png
7737,War God's Staff,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/6EEE3350F3FED15099CCD37E7AF86F514E986B2C/1822265.png
7738,War God's Rifle,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/44979B741BF72DB827E202367245960669C44C2C/1822223.png
7739,Hydra Staff,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/31AD43CA7E740FFEEBD4377A46624BA5C39D6661/1822180.png
7740,War God's Shield,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/180DE30B22112B621740D6CAB0D221D906C1ECFF/1822249.png
7741,War God's Focus,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/2DE2D35B2A6652B798200A2BEC7CBF08213C6464/1822042.png
7742,War God's Dagger,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/054D360D03ABB29A6992D641936D0F0EEE9926EA/1822030.png
7743,Branded Wing Backpack,Back,Basic,ShowInWardrobe,True,False,,,,0,https://render.guildwars2.com/file/1F7332072DF10DE918C3BA77BD741257D5EDDFD7/1822133.png
7744,War God's Greatsword,Weapon,Basic,ShowInWardrobe,True,False,Greatsword,Physical,,0,https://render.guildwars2.com/file/A45F3861F1C15564F5909650EA65B2DBB49B6C63/1822061.png
7745,War God's Warhorn,Weapon,Basic,ShowInWardrobe,True,False,Warhorn,Physical,,0,https://render.guildwars2.com/file/59C7E1AAA3A41C21B8523A794669A93371FE98FE/1822316.png
7746,Trained Choya Hammer,Weapon,Basic,ShowInWardrobe,True,False,Hammer,Physical,,0,https://render.guildwars2.com/file/414690C8EB3F22B35E411DA7C3B54925C6755733/1822179.png
7747,War God's Short Bow,Weapon,Basic,ShowInWardrobe,True,False,Shortbow,Physical,,0,https://render.guildwars2.com/file/A76E0D36BC29730E625810450B9FFCDE65BE9973/1821981.png
7748,Foefire Greaves,Armor,Basic,ShowInWardrobe,True,False,Boots,,Light,0,https://render.guildwars2.com/file/3D76270102CEBD21A30F4622DB533AECF00B6191/1822767.png
7750,War God's Axe,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/E73B2CEA23A61C2028CC163351C7B7435327E858/1821948.png
7755,Jackal Pup Backpack,Back,Basic,ShowInWardrobe,True,False,,,,0,https://render.guildwars2.com/file/A53794C0645F3F18B1B60DE06F3C9EBA0DEADBD0/1822156.png
7756,War God's Hammer,Weapon,Basic,ShowInWardrobe,True,False,Hammer,Physical,,0,https://render.guildwars2.com/file/700D596E72BA9ADFA1631BAB743D5EE3A0E94EA5/1822080.png
7757,Lunatic Templar Gauntlets,Armor,Basic,ShowInWardrobe,True,False,Gloves,,Heavy,0,https://render.guildwars2.com/file/AE347268F3C2F0169EC0314D6ADC9A032EA30AEA/1862062.png
7758,Haunted Longbow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/FBCD25DAF7637DB5E5C7061669FCC304D546767A/1862085.png
7759,Lunatic Acolyte Coat,Armor,Basic,ShowInWardrobe,True,False,Coat,,Light,0,https://render.guildwars2.com/file/A720B809736E4508047416A77A0B64F9ADEF054D/1862067.png
7760,Mad Memoires: Complete Superstition,Back,Basic,ShowInWardrobe,True,False,,,,0,https://render.guildwars2.com/file/AC90294E304242612E0301B259AC7A71304CC2BB/1862034.png
7761,Haunted Mace,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/CF9DB4987EACA3D84F27D20732AEF20F03E54B7F/1862086.png
7762,Haunted Greatsword,Weapon,Basic,ShowInWardrobe,True,False,Greatsword,Physical,,0,https://render.guildwars2.com/file/52540BF75ED9367AC856EDC804AB38F3C5C852BA/1862083.png
7763,Lunatic Acolyte Mantle,Armor,Basic,ShowInWardrobe,True,False,Shoulders,,Light,0,https://render.guildwars2.com/file/037027F3B76FEA5A211711FF01DC76E04F0F340E/1862071.png
7764,Haunted Sword,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/7FF2F9BE56509AAF0471E2D7EB1D9C9A333F1723/1862093.png
7766,Lunatic Templar Greaves,Armor,Basic,ShowInWardrobe,True,False,Boots,,Heavy,0,https://render.guildwars2.com/file/080CA51BBE5C4E66487208F6505C290A64E1F6B3/1862060.png
7767,Haunted Hammer,Weapon,Basic,ShowInWardrobe,True,False,Hammer,Physical,,0,https://render.guildwars2.com/file/ECF73E3266780AD231CA21075A157FC1BCB69520/1862084.png
7768,Lunatic Templar Tassets,Armor,Basic,ShowInWardrobe,True,False,Leggings,,Heavy,0,https://render.guildwars2.com/file/9E47FFF501CC800BB10BDE44F22B0E38D54114E8/1862064.png
7769,Haunted Rifle,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/2E3B064C0DAAD9BE1CD1F4FC244ADB1CBC1C09FA/1862088.png
7770,Lunatic Noble Mask,Armor,Basic,ShowInWardrobe,True,False,Helm,,Medium,0,https://render.guildwars2.com/file/0436D34ADDB5DD694FCD92D4200D90D81F0827DA/1862077.png
7771,Lunatic Templar Pauldrons,Armor,Basic,ShowInWardrobe,True,False,Shoulders,,Heavy,0,https://render.guildwars2.com/file/460576944A5106037E99AD39255E5DFF400E03A8/1862065.png
7772,Haunted Pistol,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/A3F079F00EB5A4920F577E985D2E4BC6C06F2D1E/1862087.png
7773,Lunatic Templar Helm,Armor,Basic,ShowInWardrobe,True,False,Helm,,Heavy,0,https://render.guildwars2.com/file/E77713BAC7E26F0005FCD7F7E1F6326A4C4F9A7A/1862063.png
7774,Lunatic Noble Pants,Armor,Basic,ShowInWardrobe,True,False,Leggings,,Medium,0,https://render.guildwars2.com/file/056BDEF4FD68137318B692D0CA42FD382E4CCF6E/1862076.png
7775,Mad Memoires: Complete Ignition,Back,Basic,ShowInWardrobe,True,False,,,,0,https://render.guildwars2.com/file/19340BA647A31D575BE8A919BB0CE1B7000D6B3C/1862035.png
7776,Lunatic Acolyte Mask,Armor,Basic,ShowInWardrobe,True,False,Helm,,Light,0,https://render.guildwars2.com/file/945D2CABAEF56034A776974B66CB58A2CB1C65F8/1862070.png
7777,Haunted Short Bow,Weapon,Basic,ShowInWardrobe,True,False,Shortbow,Physical,,0,https://render.guildwars2.com/file/590BC1FC0507E9AFD367AD09CD08131A7B32F259/1862091.png
7778,Sikandar,Weapon,Basic,ShowInWardrobe|HideIfLocked,True,False,Mace,Choking,,0,https://render.guildwars2.com/file/0839DFA41B2CF8DA980EE6640535660D451BAC75/1862054.png
7779,Haunted Warhorn,Weapon,Basic,ShowInWardrobe,True,False,Warhorn,Physical,,0,https://render.guildwars2.com/file/C9B1CF1199C49A3D61FCF95D6019B2340B6DA21F/1862095.png
7780,Lunatic Acolyte Pants,Armor,Basic,ShowInWardrobe,True,False,Leggings,,Light,0,https://render.guildwars2.com/file/95430A9D0EE04F7369999E540A487161F307019F/1862069.png
7781,Lunatic Noble Coat,Armor,Basic,ShowInWardrobe,True,False,Coat,,Medium,0,https://render.guildwars2.com/file/61F398F95503F527CA0A721C25013812B0115899/1862073.png
7782,Fallen Balthazar Helm,Armor,Basic,ShowInWardrobe,True,False,Helm,,Light,0,https://render.guildwars2.com/file/C5702D93A9F111B1AE7B590D54E2930AA1674664/1862585.png
7785,Haunted Axe,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/E7FA94210F49E6064525506D4ED0F167B0C50806/1862080.png
7786,Haunted Shield,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/0BADB4D0C704F2981F5FB12050BABFDA1B0F0CAB/1862090.png
7787,Touch of Madness,Weapon,Basic,ShowInWardrobe,True,False,Torch,Fire,,0,https://render.guildwars2.com/file/B4740EF370AF2D2C54A25F2C27D506D508D40C4C/1862057.png
7788,Haunted Torch,Weapon,Basic,ShowInWardrobe,True,False,Torch,Physical,,0,https://render.guildwars2.com/file/D8B10FC1291D51C8680C180FB06C55075A4D6CEB/1862094.png
7789,Lunatic Templar Breastplate,Armor,Basic,ShowInWardrobe,True,False,Coat,,Heavy,0,https://render.guildwars2.com/file/13256737A8F85F3BA73C05FEDE5A239568C4151A/1862061.png
7791,Haunted Dagger,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/E6FF556438150FB4569146A45B77CAB1E35B4006/1862081.png
7792,Lunatic Acolyte Gloves,Armor,Basic,ShowInWardrobe,True,False,Gloves,,Light,0,https://render.guildwars2.com/file/7174380D677293E14B68014C65DA387F35B6DD28/1862068.png
7793,Lunatic Acolyte Boots,Armor,Basic,ShowInWardrobe,True,False,Boots,,Light,0,https://render.guildwars2.com/file/29F1CB92253FF39AE9F228CAB5369C999FD8A1CB/1862066.png
7794,Haunted Scepter,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/79B5FFEA0134DF93754DC25B3FAE19DEEEC5A1F3/1862089.png
7795,Haunted Focus,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/DD0A74A76C3951B407E629249D61DEE4BF69CC30/1862082.png
7796,Lunatic Noble Shoulders,Armor,Basic,ShowInWardrobe,True,False,Shoulders,,Medium,0,https://render.guildwars2.com/file/01647E68B414B390E757249AF90B5F020DCF2D03/1862079.png
7797,Bloodstained Lunatic Noble Coat,Armor,Basic,ShowInWardrobe,True,False,Coat,,Medium,0,https://render.guildwars2.com/file/AB9155BAF6930C7CE0A5FBBC1FE2ECF3270B0AB0/1862074.png
7798,Bloodstained Lunatic Noble Mask,Armor,Basic,ShowInWardrobe,True,False,Helm,,Medium,0,https://render.guildwars2.com/file/6207AB047555A530AC4249087590F40792CF97E7/1862078.png
7799,Lunatic Noble Gloves,Armor,Basic,ShowInWardrobe,True,False,Gloves,,Medium,0,https://render.guildwars2.com/file/5CA1C4969AE6FFD3297FB5D6A69DEE03BD70E655/1862075.png
7800,Fallen Balthazar Helm,Armor,Basic,ShowInWardrobe,True,False,Helm,,Medium,0,https://render.guildwars2.com/file/C5702D93A9F111B1AE7B590D54E2930AA1674664/1862585.png
7801,Haunted Staff,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/D4B248160FABE1085E68C4025504531AFF3AB046/1862092.png
7802,Antonina,Weapon,Basic,ShowInWardrobe|HideIfLocked,True,False,Scepter,Choking,,0,https://render.guildwars2.com/file/925E286ED3BFC3251EEF7643B6497FBBF6DDAD94/1862055.png
7803,Lunatic Noble Boots,Armor,Basic,ShowInWardrobe,True,False,Boots,,Medium,0,https://render.guildwars2.com/file/E45349D1EA3C7634AC5E63997FC5CEAD0A96A127/1862072.png
7804,Fallen Balthazar Helm,Armor,Basic,ShowInWardrobe,True,False,Helm,,Heavy,0,https://render.guildwars2.com/file/C5702D93A9F111B1AE7B590D54E2930AA1674664/1862585.png
7805,Shifting Sands Rifle,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/2A5B5F9E97062F29F80A50D8ABD520A8D8F90E7C/1876316.png
7806,Salvaged Forged Helm,Armor,Masterwork,ShowInWardrobe,True,False,Helm,,Medium,0,https://render.guildwars2.com/file/A50B1B4B54C016A84E71D5D0E4F542721119BB24/1876196.png
7807,Shifting Sands Focus,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/5CAD2A1C4EFA98D060A7385B2B43F7FFA9B0A3DF/1876262.png
7808,Shifting Sands Sword,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/B70D9F5945C147DC315E799C7DE9FEAE459B0FDF/1876347.png
7809,Shifting Sands Longbow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/E1EB707D71DDCEEB043A2523D07F06B07C729661/1876232.png
7810,Shifting Sands Axe,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/B1DC68637246BA907D5E63A0004D59AF7307F54B/1876217.png
7811,Wild Magic Backpack,Back,Basic,ShowInWardrobe,True,False,,,,0,https://render.guildwars2.com/file/611AFBA1F77525D0A74E0747FA0A3A7D9EF8BF04/1876189.png
7812,Shifting Sands Mace,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/F9033E69036738FE0DE2A6FD999B79512213B5D2/1876296.png
7813,Shifting Sands Scepter,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/EB6AF8053240A7124A9D3DD206A73A0A1BBB5048/1876317.png
7814,Salvaged Forged Helm,Armor,Masterwork,ShowInWardrobe,True,False,Helm,,Heavy,0,https://render.guildwars2.com/file/A50B1B4B54C016A84E71D5D0E4F542721119BB24/1876196.png
7815,Shifting Sands Warhorn,Weapon,Basic,ShowInWardrobe,True,False,Warhorn,Physical,,0,https://render.guildwars2.com/file/C771CEFFF82EAAC006355B9E68EAA5F41D233330/1876372.png
7816,Shifting Sands Dagger,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/3D76761C2571C4042A595C08B7CADEA605A50032/1876252.png
7817,Salvaged Forged Gloves,Armor,Masterwork,ShowInWardrobe,True,False,Gloves,,Light,0,https://render.guildwars2.com/file/5122665A96C374A223CAAA3E5F3475D81E910FAC/1876195.png
7818,Shifting Sands Shield,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/567F99544FD9021FE604D66E526AF00A65D47E4A/1876327.png
7819,Salvaged Forged Gloves,Armor,Masterwork,ShowInWardrobe,True,False,Gloves,,Medium,0,https://render.guildwars2.com/file/5122665A96C374A223CAAA3E5F3475D81E910FAC/1876195.png
7820,Shifting Sands Pistol,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/D120B4299558E4202A68656B11D30B9DE5C8C6DC/1876306.png
7821,Salvaged Forged Helm,Armor,Masterwork,ShowInWardrobe,True,False,Helm,,Light,0,https://render.guildwars2.com/file/A50B1B4B54C016A84E71D5D0E4F542721119BB24/1876196.png
7822,Shifting Sands Greatsword,Weapon,Basic,ShowInWardrobe,True,False,Greatsword,Physical,,0,https://render.guildwars2.com/file/423F9ED631AB230991229BC2520C753C5C34B431/1876274.png
7823,Shifting Sands Staff,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/EFB3AEA7ED3059345055C15C56FC7C0AD4DBB44B/1876337.png
7824,Shifting Sands Torch,Weapon,Basic,ShowInWardrobe,True,False,Torch,Physical,,0,https://render.guildwars2.com/file/08222F9780045470A6FFD05150DE0E0A1406A129/1876359.png
7825,Shifting Sands Short Bow,Weapon,Basic,ShowInWardrobe,True,False,Shortbow,Physical,,0,https://render.guildwars2.com/file/ED122C23BB7E28C6762ECDC02231212AAF3129FD/1876233.png
7826,Shifting Sands Hammer,Weapon,Basic,ShowInWardrobe,True,False,Hammer,Physical,,0,https://render.guildwars2.com/file/D39BA678226D514E1B5A0EB71CCE62A707291E36/1876284.png
7827,Salvaged Forged Gloves,Armor,Masterwork,ShowInWardrobe,True,False,Gloves,,Heavy,0,https://render.guildwars2.com/file/5122665A96C374A223CAAA3E5F3475D81E910FAC/1876195.png
7829,Stellar Longbow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/CF5591655F373B37557A70185895B6FC755C105E/1894578.png
7830,Stellar Scepter,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/690A0F434E7065044D7B3336D507FF2507E5FDFF/1894586.png
7832,Stellar Apparatus,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/013535A860E77E55267DC7FB57C3A334B41A2ED3/1894573.png
7836,Light Corsair Turban,Armor,Basic,ShowInWardrobe,True,False,Helm,,Light,0,https://render.guildwars2.com/file/56D34F2AAFC03392564602B54F5601F1911040A8/1895227.png
7837,Astral Scepter,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/A0DCD0D63DFEA201B5012A1DF9460849B2A20EA1/1894585.png
7838,Astral Knobkerrie,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/A806995E05A82DC601D101F8300CB3F1919DFA98/1894579.png
7840,Astral Cleaver,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/B66774A27A75B467AE0C5BDD1C6B46400276775A/1894567.png
7841,Randa's Eviscerator,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/08666D515A0C28575E42BEEB763A9A420C9DC735/1894961.png
7842,Astral Disk,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/754B3E0CFD94B503B2BADE1FDDBD637BA79993F7/1894587.png
7843,Stellar Khopesh,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/A49904D24EC4BD75653AE22DD802575A0C0A3740/1894594.png
7844,Heavy Corsair Turban,Armor,Basic,ShowInWardrobe,True,False,Helm,,Heavy,0,https://render.guildwars2.com/file/56D34F2AAFC03392564602B54F5601F1911040A8/1895227.png
7845,The Voice in the Void,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/5633E4F1443C0129A97D1D2ADD5A60CEEA3FA261/1895052.png
7848,Gloves of Dhuum,Armor,Basic,ShowInWardrobe,True,False,Gloves,,Light,0,https://render.guildwars2.com/file/0251CE1BC4303F36301E61E0D240CFE0EC147528/1895229.png
7850,Ars Goetia,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/A2950D42096E04C5AF010B6C0A7B0F50563FC5C3/1894815.png
7851,Astral Cannon,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/1F04C716E42E6240A7EE2D700396CC7C2CF40A80/1894583.png
7852,Stellar Razor,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/CC9B1DAEC2BCEF0D79FC4F444F7DBE32A6B1D8E2/1894571.png
7853,Stellar Cleaver,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/30FB7B5A0F2B2F1C5B7AB8B125D1C9B0F1D36B4D/1894568.png
7854,Gauntlets of Dhuum,Armor,Basic,ShowInWardrobe,True,False,Gloves,,Heavy,0,https://render.guildwars2.com/file/0251CE1BC4303F36301E61E0D240CFE0EC147528/1895229.png
7855,Boots of Dhuum,Armor,Basic,ShowInWardrobe,True,False,Boots,,Medium,0,https://render.guildwars2.com/file/72E0F72409C892C30E2C40D3C5B2C03C439E99BB/1895228.png
7856,Astral Short Bow,Weapon,Basic,ShowInWardrobe,True,False,Shortbow,Physical,,0,https://render.guildwars2.com/file/1933F81D33184554D148CC21FC9401360FAFF4B7/1894589.png
7857,Mark of the Unnamed,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/D4E2F3CBABBFEFDDE65DCDE9337FE1483EBE6DC4/1894816.png
7859,Astral Khopesh,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/80B2513819E329A3537EB8CD0E04D0B4664EB907/1894593.png
7860,The True Name,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/F7D069A4C340D87BCEB769F07E6E66F7A30DE935/1894817.png
7862,Sunspear,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/2015D11A9D0BC64D3897A34307C717985A0BE636/1767393.png
7863,The Ender of All,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/9C0AA3B821A949E1030715BBFED190300759945C/1895053.png
7864,Astral Beacon,Weapon,Basic,ShowInWardrobe,True,False,Torch,Physical,,0,https://render.guildwars2.com/file/5E0B2D7B0371A23F04B994966DDF39C160AE0C3A/1894595.png
7865,Stellar Spire,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/D704CA0D0E92440FA70D7FED630D4162430FF701/1894592.png
7866,Stellar Knobkerrie,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/DDE593A0FA2803E00FDE260E57E27803DC916D37/1894580.png
7867,Touch of Dhuum,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/39051E49C4E9B5F42A073AAA010741F2250A7CFA/1895050.png
7868,Greaves of Dhuum,Armor,Basic,ShowInWardrobe,True,False,Boots,,Heavy,0,https://render.guildwars2.com/file/72E0F72409C892C30E2C40D3C5B2C03C439E99BB/1895228.png
7871,Pauldrons of Dhuum,Armor,Basic,ShowInWardrobe,True,False,Shoulders,,Heavy,0,https://render.guildwars2.com/file/07FABCCE068045E6F7F03FB6E1A92C601AAB1BF8/1895231.png
7872,Skullcap of Dhuum,Armor,Basic,ShowInWardrobe,True,False,Helm,,Light,0,https://render.guildwars2.com/file/EB2EC20814AAD400AB01F348A0C1352C5EE62CA0/1895230.png
7873,Medium Corsair Turban,Armor,Basic,ShowInWardrobe,True,False,Helm,,Medium,0,https://render.guildwars2.com/file/56D34F2AAFC03392564602B54F5601F1911040A8/1895227.png
7874,Handguards of Dhuum,Armor,Basic,ShowInWardrobe,True,False,Gloves,,Medium,0,https://render.guildwars2.com/file/0251CE1BC4303F36301E61E0D240CFE0EC147528/1895229.png
7875,Astral Apparatus,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/9FE54F3001C0102C50DCFC41DB80053DCB67DD03/1894572.png
7876,Stellar Orrery,Weapon,Basic,ShowInWardrobe,True,False,Hammer,Physical,,0,https://render.guildwars2.com/file/260A0E0ED34F740CAB02DE25AD061A1C04B2BB60/1894577.png
